X,EFiRAP,Multi-R,Sophon
18,0.4389318,0.386710771,0.603380481
27,0.409385894,0.298122051,0.486308405
36,0.356525889,0.305483848,0.478726568
45,0.307293872,0.222026571,0.444954429
54,0.315891002,0.255880924,0.407453918
63,0.33320745,0.251307696,0.388509322
72,0.326909144,0.253951031,0.397102488
81,0.285825022,0.189106093,0.382346986
90,0.311198223,0.23520732,0.377108288
99,0.28596172,0.174046678,0.378896705
108,0.28836609,0.195870825,0.380634774
