OBO,All_in,SophonFixed,SophonFlexible
0.003007173538208008,0.35308194160461426,2.2587130069732666,0.41502904891967773
0.007030963897705078,2.6798858642578125,2.853640079498291,0.9626998901367188
0.009968996047973633,8.854720115661621,5.135639905929565,1.6466560363769531
0.01300191879272461,20.826592922210693,10.559688091278076,1.9096360206604004
0.014998912811279297,39.481083154678345,14.063716888427734,2.411768913269043
0.017999887466430664,68.01160097122192,22.816241979599,2.7725391387939453
0.022005796432495117,107.57834815979004,26.438009023666382,3.5619778633117676
0.02498793601989746,160.36557602882385,30.234133005142212,4.022522926330566
0.027998924255371094,225.58170199394226,36.99611806869507,3.7705209255218506
0.031000137329101562,313.1886329650879,53.581018924713135,5.03820013999939
