X,Two_qubut,Flexible_multi_qubit
0,0.13743267254236385,0.27504759981537336
1,0.13581504000016958,0.2076439234386968
2,0.13671017948351685,0.25215925041825976
3,0.1346866766158465,0.3135883356003648
4,0.13477248956740642,0.2571955334240078
5,0.1356191780370168,0.267414544744754
6,0.13707881739556202,0.23254165225624818
7,0.13742621452925616,0.2505373883187354
8,0.13743072257583805,0.22902288851306996
9,0.1362951895736621,0.21086103060996286
10,0.138706353545461,0.2712449601076892
11,0.13678538856175332,0.22988832624835498
12,0.13735598847887603,0.24157675747030097
13,0.1374223920798883,0.220995749278623
14,0.13819244272883544,0.24088528125377878
15,0.13817383516951873,0.22335462751881688
16,0.1382184355543993,0.22219571504860458
17,0.13757638341731832,0.20758666252734417
18,0.13819601506075968,0.23511354862862865
19,0.13881770025906262,0.25145818136251985
20,0.13943632712701498,0.23656801473900538
21,0.13960148419071858,0.24080791815078503
22,0.13936015486488684,0.21507998281980062
23,0.14007084241587284,0.22101823305245463
24,0.13982399002945578,0.21100637631459251
25,0.14016079986955532,0.21985324948254945
26,0.14020331291142527,0.20205480268785314
27,0.13990699980836216,0.20967509310474364
28,0.14073393253238722,0.21376172832888432
29,0.1407664830568001,0.2306289747214284
30,0.1413384637133923,0.24213915228203078
31,0.1409893186337231,0.2221654024487264
32,0.14015949453194998,0.25266509840196544
33,0.14178148813360536,0.22175144333334854
34,0.1412316010966048,0.20923927945389528
35,0.14095749195432078,0.24070142043170983
36,0.14058848112155212,0.2082299838765527
37,0.14048379995888596,0.19435253818097128
38,0.1416193130301657,0.2145209856794165
39,0.14102925127860233,0.20450504687594626
40,0.14093699797186515,0.24378754926531768
41,0.14103192701805145,0.22823143547425748
42,0.14106622114862177,0.2102011539721487
43,0.14114760804356277,0.18959411509523272
44,0.14175678130166935,0.2653712593045435
45,0.14174358982581087,0.22885480452678242
46,0.14168257613483,0.20954345610536543
47,0.14172358917566535,0.23253023030873018
48,0.14156666746801722,0.1764173415902333
49,0.1417850121937901,0.200396114431507
50,0.14066759183272745,0.23188989468155752
51,0.14208451144713424,0.2384473837170894
52,0.14059461992033326,0.20198698938787407
53,0.1418763504495615,0.21684662625425577
54,0.1420816025043717,0.22822538014177599
55,0.14135984140537358,0.2200652597931929
56,0.14266813461762848,0.20494891463461898
57,0.14220836192341926,0.24167202226756646
58,0.14159729580276872,0.22525173078603156
59,0.141544711329604,0.2500604098342351
60,0.14251375390898605,0.23346072186512984
61,0.1417850480957931,0.24178400027468983
62,0.1419037316888145,0.22012899577449338
63,0.14125553377463354,0.22217946846135944
64,0.14129781519510595,0.20402398350207926
65,0.1418197648216145,0.23375862119587232
66,0.14174463776181306,0.2265657245164095
67,0.14176767963941286,0.19087997514996444
68,0.1409383260808757,0.21191645270338755
69,0.14269902805487283,0.23199533169252853
70,0.1421553953847857,0.20871855062879707
71,0.1423703080607281,0.26442229578512005
72,0.1426986450415,0.23812123005500488
73,0.14167881955797146,0.18416116897249912
74,0.14143574518258772,0.20495140282228702
75,0.14141655675580567,0.21247924627127443
76,0.14177049999297037,0.18183389976318579
77,0.14199077042986813,0.21830913820127523
78,0.14213179788076316,0.22265532996117993
79,0.14245095444822786,0.204694096517723
80,0.14147694889929188,0.21185676222202743
81,0.14212301813247252,0.17692289645496875
82,0.14227432587237746,0.25035705230572386
83,0.14286500636286054,0.15764682318117396
84,0.1425193123674342,0.19846125960098587
85,0.14220085744629613,0.2069647513967189
86,0.14244981596973644,0.21914956441647723
87,0.14309157251376708,0.2315270640916557
88,0.14182922781430293,0.23070912586558454
89,0.1415679025569121,0.20474920276060474
90,0.14141075181785492,0.220005908145185
91,0.14226177721209837,0.22963163855571278
92,0.14182856087622672,0.22766605574962284
93,0.1424327494585879,0.19046362892712215
94,0.1422734715414264,0.18877231372088088
95,0.1416629566710328,0.20055831455069306
96,0.14194319923183057,0.21571916516886525
97,0.14323474516527812,0.21897918140418432
98,0.14256047560349241,0.24967555365316338
99,0.1420445385256833,0.19810997004456848
