episode,episode_rewards,max_obj,suc_datas
0,8,1200,84
1,5,1336,55
2,7,1303,77
3,5,1327,55
4,9,1261,99
5,13,1340,135
6,3,1232,30
7,4,1309,44
8,12,1303,127
9,11,1311,130
10,9,1295,93
11,2,1287,21
12,6,1298,63
13,3,1308,33
14,5,1210,55
15,3,1248,33
16,5,1327,55
17,7,1313,75
18,10,1221,105
19,11,1326,117
20,5,1346,55
21,7,1349,76
22,10,1338,109
23,8,1270,85
24,9,1366,97
25,8,1376,83
26,9,1234,97
27,5,1259,55
28,7,1340,73
29,9,1226,113
30,9,1253,95
31,6,1335,66
32,8,1372,94
33,8,1221,88
34,15,1385,159
35,5,1205,55
36,6,1308,66
37,7,1283,77
38,7,1353,73
39,9,1264,94
40,6,1261,61
41,3,1353,33
42,3,1318,37
43,5,1288,59
44,4,1279,44
45,4,1288,44
46,5,1270,67
47,5,1404,53
48,7,1323,77
49,5,1318,55
50,8,1327,92
51,3,1378,33
52,8,1226,88
53,9,1410,99
54,8,1296,88
55,10,1353,110
56,7,1315,74
57,7,1265,78
58,9,1276,96
59,4,1262,41
60,7,1309,85
61,5,1282,61
62,7,1368,77
63,2,1287,22
64,6,1381,71
65,11,1296,117
66,7,1326,73
67,4,1264,45
68,5,1210,52
69,7,1274,83
70,4,1303,44
71,7,1370,74
72,5,1313,52
73,3,1253,33
74,6,1319,62
75,4,1252,44
76,4,1256,44
77,10,1333,113
78,9,1306,99
79,10,1338,121
80,5,1166,55
81,5,1363,55
82,7,1241,74
83,6,1424,66
84,11,1271,116
85,6,1288,66
86,7,1337,82
87,6,1459,61
88,9,1288,96
89,9,1314,99
90,7,1240,75
91,8,1374,85
92,5,1295,55
93,7,1378,82
94,7,1333,80
95,6,1419,61
96,3,1389,37
97,5,1400,55
98,4,1402,44
99,5,1434,60
100,4,1410,44
101,6,1412,70
102,4,1392,44
103,17,1372,182
104,3,1331,33
105,3,1415,33
106,6,1404,66
107,4,1391,41
108,4,1459,44
109,9,1447,96
110,10,1421,107
111,5,1410,56
112,3,1388,33
113,6,1309,62
114,9,1358,101
115,10,1417,108
116,1,1376,11
117,7,1384,79
118,9,1317,102
119,7,1373,77
120,4,1303,44
121,11,1415,119
122,4,1334,44
123,6,1375,67
124,11,1413,123
125,5,1414,52
126,5,1356,58
127,5,1390,60
128,5,1348,60
129,8,1353,83
130,5,1459,60
131,8,1376,90
132,7,1346,80
133,3,1354,36
134,3,1356,34
135,4,1336,44
136,10,1367,124
137,12,1391,127
138,5,1337,60
139,10,1327,106
140,5,1363,52
141,6,1231,63
142,7,1275,72
143,5,1214,55
144,7,1260,72
145,5,1334,52
146,10,1255,109
147,5,1411,55
148,5,1286,55
149,11,1328,119
150,5,1284,60
151,6,1240,69
152,3,1245,36
153,5,1175,55
154,4,1213,48
155,6,1268,68
156,3,1165,36
157,5,1211,60
158,6,1282,72
159,6,1222,72
160,4,1309,48
161,9,1193,96
162,12,1285,136
163,8,1308,90
164,4,1298,48
165,2,1251,20
166,7,1247,84
167,8,1266,91
168,1,1224,19
169,4,1211,45
170,8,1176,91
171,6,1237,72
172,7,1286,84
173,7,1150,78
174,8,1231,94
175,7,1281,79
176,4,1192,48
177,5,1157,60
178,5,1263,59
179,8,1312,92
180,6,1218,72
181,6,1279,71
182,13,1257,169
183,6,1378,69
184,5,1278,60
185,8,1340,91
186,5,1245,60
187,5,1320,60
188,8,1300,88
189,7,1237,80
190,8,1307,92
191,15,1316,169
192,9,1367,102
193,10,1312,113
194,5,1281,62
195,4,1271,48
196,8,1245,91
197,9,1270,104
198,13,1160,146
199,8,1247,94
200,8,1358,92
201,7,1270,80
202,7,1177,79
203,4,1266,48
204,11,1234,126
205,8,1275,95
206,5,1266,60
207,6,1242,72
208,5,1224,60
209,8,1264,91
210,9,1272,103
211,11,1362,146
212,4,1255,48
213,5,1322,60
214,6,1332,72
215,7,1302,80
216,7,1267,83
217,6,1270,72
218,3,1291,33
219,8,1266,91
220,4,1249,48
221,6,1306,72
222,7,1263,83
223,7,1236,102
224,9,1153,103
225,3,1139,33
226,6,1250,66
227,4,1235,44
228,3,1337,49
229,6,1326,66
230,4,1265,44
231,11,1399,165
232,6,1276,72
233,3,1269,33
234,7,1268,96
235,5,1232,61
236,6,1314,66
237,8,1296,120
238,8,1228,120
239,8,1235,88
240,6,1319,67
241,4,1226,44
242,4,1194,44
243,8,1297,88
244,6,1333,66
245,7,1238,77
246,9,1262,101
247,6,1386,66
248,5,1260,55
249,5,1315,55
250,8,1244,120
251,5,1324,55
252,5,1336,55
253,6,1321,66
254,5,1316,55
255,4,1337,44
256,5,1305,55
257,5,1400,55
258,7,1334,79
259,8,1306,91
260,5,1192,55
261,5,1246,55
262,4,1190,44
263,7,1302,77
264,5,1183,55
265,6,1175,66
266,5,1270,55
267,5,1187,55
268,8,1153,128
269,5,1149,55
270,4,1155,44
271,9,1208,99
272,8,1084,85
273,7,1150,77
274,6,1226,66
275,5,1190,55
276,5,1274,55
277,7,1277,109
278,10,1140,150
279,4,1195,44
280,5,1283,55
281,8,1263,88
282,10,1274,110
283,8,1328,88
284,8,1257,88
285,6,1342,66
286,4,1291,44
287,9,1271,131
288,10,1234,110
289,6,1282,90
290,4,1257,50
291,4,1239,44
292,4,1264,44
293,3,1246,33
294,7,1272,109
295,5,1260,55
296,5,1342,55
297,4,1232,44
298,2,1241,22
299,4,1177,44
300,4,1144,44
301,6,1294,66
302,4,1245,44
303,3,1155,33
304,4,1205,44
305,7,1210,79
306,10,1199,114
307,10,1114,115
308,6,1167,72
309,11,1253,126
310,5,1168,60
311,8,1191,90
312,8,1137,91
313,10,1212,115
314,9,1192,103
315,12,1204,136
316,11,1151,126
317,7,1141,80
318,10,1152,114
319,10,1085,115
320,6,1154,72
321,8,1133,93
322,6,1090,72
323,10,1181,115
324,4,1204,44
325,6,1238,66
326,6,1208,66
327,5,1174,55
328,6,1214,66
329,5,1212,55
330,8,1155,90
331,7,1220,77
332,7,1081,77
333,4,1176,44
334,5,1165,55
335,5,1189,55
336,6,1167,66
337,5,1218,55
338,7,1143,77
339,3,1166,33
340,6,1248,66
341,6,1232,66
342,5,1211,55
343,6,1317,66
344,6,1050,66
345,7,1182,77
346,7,1235,77
347,6,1206,66
348,9,1106,139
349,10,1162,150
350,5,1202,55
351,5,1217,55
352,11,1062,161
353,8,1265,88
354,7,1271,77
355,6,1308,66
356,7,1331,77
357,10,1235,150
358,11,1341,161
359,5,1233,55
360,6,1283,66
361,6,1290,66
362,9,1337,139
363,5,1338,55
364,7,1339,76
365,5,1378,55
366,7,1390,76
367,9,1273,151
368,8,1226,127
369,5,1213,87
370,7,1246,109
371,6,1224,82
372,11,1189,160
373,4,1186,44
374,5,1125,79
375,4,1101,60
376,3,1145,33
377,4,1185,50
378,3,1207,40
379,6,1191,64
380,2,1181,21
381,4,1210,44
382,7,1031,91
383,6,1063,86
384,4,993,60
385,3,1089,33
386,3,1055,53
387,3,1128,45
388,3,1008,40
389,3,1094,49
390,5,1100,75
391,6,1085,90
392,5,1150,59
393,4,1188,60
394,6,1158,86
395,5,1099,75
396,6,1133,88
397,9,1153,125
398,4,1121,54
399,3,1054,51
400,4,1069,62
401,8,1103,100
402,6,1080,78
403,8,1083,114
404,6,1137,80
405,3,1200,45
406,6,1144,88
407,3,1117,45
408,4,1122,60
409,4,1000,50
410,12,1066,156
411,3,1025,45
412,5,1295,72
413,10,1284,117
414,5,1334,60
415,9,1364,105
416,10,1358,116
417,13,1350,149
418,11,1338,127
419,7,1308,81
420,13,1372,147
421,11,1344,121
422,14,1312,153
423,6,1401,66
424,11,1436,121
425,8,1431,88
426,13,1276,145
427,11,1376,125
428,12,1251,148
429,13,1204,147
430,8,1305,100
431,8,1248,87
432,9,1275,97
433,9,1070,119
434,14,1157,158
435,13,1153,147
436,5,1097,60
437,12,1133,136
438,14,1108,159
439,11,1209,128
440,7,1168,84
441,7,1206,84
442,11,1225,128
443,7,1245,84
444,12,1239,138
445,7,1301,84
446,10,1207,116
