episode,episode_rewards,max_obj,suc_datas
523,80,1372,293
524,82,1399,289
525,108,1465,400
526,103,1386,367
527,79,1518,282
528,88,1421,321
529,86,1411,297
530,95,1292,346
531,78,1446,296
532,87,1520,301
533,69,1425,253
534,89,1276,306
535,63,1286,248
536,88,1357,324
537,85,1345,296
538,72,1398,236
539,72,1249,241
540,93,1085,335
541,77,1307,257
542,58,1225,200
543,89,1269,350
544,88,1416,287
545,92,1383,342
546,107,1353,378
547,80,1326,288
548,79,1302,286
549,78,1493,277
550,100,1317,349
551,81,1350,275
552,110,1356,407
553,68,1292,273
554,81,1434,292
555,109,1261,392
556,86,1404,300
557,84,1279,292
558,89,1406,317
559,84,1288,325
560,90,1478,320
561,95,1431,373
562,88,1243,323
563,113,1258,395
564,89,1382,318
565,69,1482,265
566,78,1340,294
567,85,1489,337
568,92,1411,339
569,102,1351,396
570,70,1378,286
571,74,1356,295
572,72,1450,294
573,99,1478,402
574,87,1380,345
575,65,1482,254
576,66,1520,280
577,86,1294,334
578,109,1432,430
579,90,1514,316
580,90,1492,330
581,94,1592,347
582,102,1625,410
583,109,1537,437
584,111,1595,431
585,111,1556,411
586,95,1580,385
587,94,1458,367
588,78,1578,297
589,89,1459,366
590,95,1531,384
591,102,1699,376
592,119,1643,461
593,115,1513,465
594,115,1687,452
595,113,1593,416
596,106,1658,426
597,98,1648,369
598,82,1579,325
599,108,1613,411
600,111,1622,407
601,92,1545,337
602,102,1614,407
603,109,1614,406
604,81,1542,311
605,102,1653,387
606,115,1708,438
607,90,1635,324
608,100,1604,396
609,90,1603,361
610,95,1526,357
611,96,1460,372
612,99,1621,374
613,90,1638,344
614,102,1598,399
615,106,1490,398
616,98,1610,387
617,95,1553,363
618,85,1571,363
619,112,1512,417
620,79,1573,315
621,85,1466,333
622,104,1446,416
623,89,1567,355
624,99,1467,383
625,93,1428,371
626,79,1394,306
627,99,1455,374
628,112,1553,422
629,104,1551,427
630,113,1501,424
631,110,1387,415
632,108,1456,394
633,106,1464,389
634,109,1432,404
635,113,1598,431
636,118,1305,428
637,96,1524,370
638,83,1507,316
639,96,1605,356
640,96,1594,352
641,91,1525,339
642,89,1569,353
643,113,1567,430
644,93,1565,338
645,109,1653,387
646,94,1493,360
647,111,1516,405
648,94,1449,350
649,116,1538,449
650,111,1653,415
651,92,1597,348
652,74,1562,256
653,96,1547,327
654,86,1500,291
655,98,1583,335
656,86,1496,291
657,102,1360,369
658,69,1380,236
659,81,1433,279
660,110,1348,407
661,84,1486,292
662,89,1508,309
663,101,1401,345
664,74,1394,254
665,91,1415,324
666,72,1494,246
667,81,1633,316
668,83,1431,285
669,107,1480,376
670,80,1529,283
671,93,1502,321
672,97,1518,324
673,95,1491,333
674,87,1460,305
675,68,1355,238
676,70,1353,240
677,91,1513,305
678,89,1490,323
679,64,1466,226
680,91,1499,325
681,116,1447,427
682,105,1400,389
683,104,1449,385
684,83,1542,316
685,102,1562,341
686,99,1508,357
687,110,1524,411
688,113,1502,424
689,106,1616,404
690,95,1465,336
691,83,1565,291
692,113,1514,408
693,113,1452,413
694,74,1493,249
695,92,1205,319
696,83,1405,283
697,65,1254,218
698,90,1397,299
699,87,1430,306
700,63,1371,225
701,93,1290,358
702,131,1609,473
703,96,1611,360
704,92,1576,336
705,96,1541,357
706,105,1515,385
707,89,1570,352
708,60,1397,230
709,93,1508,339
710,87,1383,315
711,92,1427,334
712,83,1595,302
713,103,1563,397
714,89,1374,328
715,95,1421,361
716,89,1472,316
717,73,1376,286
718,91,1316,346
719,100,1654,366
720,86,1586,317
721,83,1471,296
722,108,1358,397
723,95,1388,348
724,109,1558,392
725,105,1454,395
726,95,1633,340
727,108,1529,392
728,88,1446,318
729,88,1497,323
730,83,1357,284
731,82,1403,284
732,72,1501,257
733,82,1462,294
734,76,1497,278
735,76,1442,289
736,84,1497,312
737,107,1502,413
738,82,1374,298
739,84,1523,313
740,94,1517,350
741,82,1503,309
742,121,1382,432
743,99,1520,355
744,78,1467,296
745,72,1523,274
746,84,1484,305
747,111,1306,402
748,107,1356,372
749,96,1418,342
750,91,1399,348
751,97,1467,335
752,96,1434,354
753,93,1277,345
754,90,1402,314
755,80,1372,301
756,93,1307,368
757,119,1540,446
758,92,1545,334
759,101,1437,387
760,88,1443,328
761,110,1366,416
762,99,1447,370
763,115,1413,411
764,105,1413,373
765,112,1465,403
766,111,1391,383
767,106,1308,398
768,87,1343,299
769,105,1373,378
770,82,1383,299
771,91,1444,321
772,112,1453,414
773,96,1569,353
774,108,1478,390
775,114,1484,415
776,95,1478,342
777,113,1527,422
778,107,1464,379
779,102,1547,354
780,97,1453,351
781,91,1556,319
782,88,1542,333
783,92,1527,330
784,88,1531,320
785,99,1562,350
786,77,1548,260
787,101,1566,355
788,85,1546,309
789,94,1559,354
790,84,1551,305
791,88,1511,311
792,96,1522,348
793,93,1625,353
794,88,1620,321
795,82,1364,296
796,91,1333,345
797,102,1641,389
798,108,1537,413
799,81,1420,297
800,108,1601,413
801,117,1443,439
802,91,1462,357
803,118,1606,456
804,98,1604,358
805,106,1573,408
806,103,1586,386
807,108,1480,440
808,100,1564,378
809,131,1607,513
810,81,1610,325
811,104,1575,373
812,101,1570,371
813,116,1680,417
814,76,1621,286
815,84,1542,288
816,79,1464,289
817,83,1584,305
818,111,1482,434
819,96,1653,337
820,77,1590,271
821,86,1514,325
822,91,1638,326
823,74,1534,278
824,91,1670,327
825,103,1600,365
826,87,1698,311
827,115,1707,462
828,101,1670,377
829,106,1659,393
830,121,1581,454
831,120,1674,465
832,87,1692,329
833,120,1642,441
834,107,1690,425
835,117,1731,447
836,82,1539,291
837,108,1778,386
838,124,1710,442
839,99,1606,370
840,121,1761,472
841,105,1644,400
842,94,1568,360
843,82,1713,314
844,106,1557,396
845,100,1694,362
846,91,1741,352
847,99,1641,380
848,121,1599,458
849,77,1761,286
850,87,1666,322
851,106,1736,419
852,90,1611,347
853,97,1607,332
854,110,1588,395
855,78,1533,293
856,97,1619,364
857,91,1464,349
858,117,1361,432
859,74,1372,265
860,106,1419,381
861,102,1430,364
862,91,1286,345
863,105,1380,379
864,118,1429,413
865,88,1364,302
866,83,1454,304
867,116,1354,409
868,109,1342,397
869,88,1466,307
870,100,1415,342
871,110,1452,381
872,98,1346,346
873,89,1414,296
874,121,1262,396
875,92,1297,316
876,106,1251,379
877,100,1368,357
878,119,1276,412
879,78,1408,275
880,106,1256,368
881,101,1389,354
882,90,1374,321
883,81,1412,286
884,83,1409,285
885,84,1415,301
886,99,1459,361
887,86,1142,308
888,94,1354,344
889,111,1498,412
890,88,1414,321
891,94,1480,330
892,87,1497,318
893,100,1501,356
894,87,1384,299
895,109,1384,391
896,101,1438,364
897,105,1373,374
898,96,1428,362
899,98,1562,353
900,96,1374,342
