episode,episode_rewards,max_obj,suc_datas
0,8,1136,86
1,6,1016,60
2,2,1025,22
3,3,1040,32
4,7,1160,72
5,9,1128,101
6,4,978,40
7,7,1086,73
8,7,1082,77
9,6,1071,71
10,8,1095,88
11,4,1133,48
12,9,1058,98
13,5,1100,60
14,10,1127,109
15,7,1069,83
16,8,1120,87
17,6,1061,62
18,8,1085,84
19,2,1068,20
20,3,1153,35
21,5,1084,54
22,4,1035,52
23,8,1060,88
24,5,1102,54
25,2,1003,36
26,7,1177,76
27,11,1049,120
28,4,1102,40
29,5,1052,54
30,8,1097,86
31,5,1002,50
32,6,1016,66
33,6,1122,64
34,5,1130,58
35,5,1179,52
36,6,1087,69
37,6,1144,71
38,7,1054,76
39,2,999,30
40,8,1110,99
41,5,1069,58
42,7,1066,91
43,4,1006,56
44,4,1132,42
45,3,1061,32
46,7,1130,84
47,6,1082,66
48,6,1073,63
49,5,1062,50
50,4,1134,44
51,4,1040,43
52,7,1147,72
53,8,1063,86
54,3,1129,30
55,1,1126,12
56,0,1038,0
57,4,1094,48
58,4,1164,44
59,5,1063,54
60,7,1259,84
61,7,1136,73
62,3,1133,33
63,5,1078,58
64,4,1111,48
65,11,1164,122
66,7,1126,83
67,6,1115,66
68,7,1064,76
69,4,1057,48
70,1,1086,10
71,10,1073,125
72,9,1176,98
73,4,1145,58
74,9,1109,98
75,6,1060,70
76,4,1138,48
77,8,1041,89
78,6,1138,66
79,6,1031,78
80,10,976,108
81,2,1100,24
82,10,1117,110
83,7,1096,74
84,3,1049,45
85,19,1093,214
86,7,1107,77
87,6,1074,64
88,7,1101,76
89,2,1034,22
90,5,1141,58
91,6,1095,72
92,6,998,62
93,7,1139,73
94,3,1088,33
95,3,1079,33
96,11,1096,143
97,4,1104,44
98,4,1091,43
99,6,1140,66
100,6,1132,66
101,2,993,20
102,8,1214,100
103,9,1211,97
104,4,1006,48
105,6,1108,74
106,6,1091,66
107,8,1084,94
108,6,1088,65
109,3,1100,36
110,5,1147,54
111,7,1159,90
112,2,1092,24
113,8,1053,90
114,6,1110,70
115,3,1080,36
116,4,1163,44
117,13,1060,148
118,4,1191,40
119,1,1031,10
120,11,1116,141
121,6,1135,72
122,1,1008,12
123,9,1199,96
124,3,1089,33
125,5,1075,54
126,4,1197,48
127,7,1169,76
128,6,1149,64
129,9,1052,115
130,3,1053,31
131,3,1124,35
132,7,1098,87
133,3,1169,33
134,12,1192,156
135,8,1047,104
136,5,1141,66
137,5,1120,66
138,8,1189,93
139,8,1053,88
140,6,1148,66
141,0,1128,0
142,4,1224,48
143,4,1117,44
144,3,1171,36
145,1,1120,12
146,3,1107,39
147,5,1150,59
148,6,1092,84
149,4,1155,42
150,6,1131,84
151,7,1147,98
152,9,1132,128
153,1,1066,12
154,5,1134,76
155,3,1127,51
156,4,1078,48
157,2,1023,24
158,7,1138,84
159,5,1122,70
