episode,episode_rewards,max_obj,suc_datas
0,36,1482,166
1,42,1409,168
2,40,1473,170
3,47,1524,202
4,48,1367,214
5,54,1523,223
6,33,1388,132
7,50,1451,189
8,56,1440,240
9,33,1396,137
10,40,1471,161
11,44,1453,185
12,44,1405,178
13,59,1498,259
14,36,1335,155
15,41,1655,163
16,49,1521,228
17,49,1491,214
18,32,1463,123
19,30,1396,121
20,49,1492,210
21,35,1408,135
22,45,1491,197
23,37,1325,165
24,36,1485,144
25,32,1478,137
26,50,1403,200
27,40,1471,169
28,29,1343,115
29,53,1376,218
30,33,1456,144
31,39,1357,157
32,53,1244,219
33,33,1402,132
34,42,1543,160
35,53,1578,232
36,48,1608,211
37,41,1399,165
38,31,1372,125
39,50,1320,216
40,37,1491,150
41,47,1543,196
42,31,1523,121
43,54,1496,239
44,59,1511,258
45,45,1399,204
46,48,1482,218
47,36,1456,141
48,23,1393,86
49,46,1526,193
50,44,1443,190
51,53,1471,211
52,38,1535,146
53,42,1428,188
54,46,1469,194
55,41,1289,168
56,18,1448,75
57,56,1481,255
58,47,1408,212
59,48,1489,196
60,36,1458,148
61,43,1407,166
62,31,1401,129
63,32,1480,128
64,40,1588,174
65,31,1410,130
66,31,1475,123
67,29,1482,111
68,43,1351,169
69,43,1403,183
70,43,1455,188
71,35,1369,139
72,44,1350,171
73,29,1427,104
74,50,1356,221
75,54,1436,208
76,31,1487,124
77,24,1488,98
78,44,1562,190
79,49,1518,217
80,35,1488,144
81,41,1357,190
82,58,1390,233
83,31,1492,128
84,58,1513,236
85,43,1450,176
86,34,1496,142
87,33,1546,139
88,50,1429,222
89,37,1371,185
90,33,1404,137
91,39,1430,160
92,38,1394,140
93,32,1228,134
94,27,1322,108
95,27,1505,102
96,47,1363,213
97,58,1445,242
98,45,1289,169
99,33,1326,128
100,36,1309,137
101,29,1360,108
102,37,1331,161
103,39,1376,150
104,41,1343,165
105,47,1356,182
106,30,1356,133
107,54,1355,204
108,31,1349,122
109,50,1326,241
110,41,1347,162
111,44,1395,217
112,42,1295,193
113,44,1375,170
114,37,1278,140
115,42,1356,225
116,37,1332,152
117,29,1350,131
118,40,1321,150
119,51,1293,228
120,31,1417,126
121,47,1363,180
122,24,1298,95
123,37,1347,141
124,54,1359,221
125,35,1270,136
126,37,1368,165
127,36,1409,157
128,33,1392,130
129,51,1423,218
130,38,1323,173
131,40,1300,165
132,50,1223,220
133,33,1375,142
134,41,1309,193
135,50,1453,205
136,30,1305,127
137,26,1426,99
138,54,1402,231
139,50,1458,228
140,31,1372,120
141,49,1347,205
142,37,1297,170
143,25,1362,94
144,37,1348,162
145,45,1481,187
146,53,1447,224
147,46,1420,187
148,42,1388,180
149,48,1319,187
