0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1.0999999999999999,7.478260869565216,10.166666666666668,0.4,8.307692307692307,6.789473684210526,7.0,9.45,6.458333333333333,2.4400000000000004,4.125,26.42857142857143,0.8125,0.0,4.647058823529411,15.333333333333332,2.1176470588235294,3.1666666666666665,3.9130434782608696,6.2727272727272725,4.708333333333333,11.533333333333331,0.0,2.769230769230769,11.952380952380953,24.45454545454545,4.2272727272727275
2.4000000000000004,6.739130434782608,5.416666666666667,0.0,6.923076923076923,6.631578947368421,7.1818181818181825,10.05,7.416666666666667,2.12,5.333333333333333,25.357142857142858,0.6875,0.0,4.588235294117647,14.88888888888889,1.8823529411764708,3.5,4.913043478260869,9.454545454545457,4.583333333333333,9.866666666666667,0.0,3.153846153846154,10.095238095238095,23.18181818181818,3.1818181818181817
1.3,6.260869565217391,8.666666666666666,0.4,9.153846153846153,6.842105263157894,7.636363636363636,10.949999999999998,6.791666666666667,2.0,3.1666666666666665,24.999999999999996,1.1875,0.0,4.411764705882353,14.444444444444445,1.7058823529411766,2.5,2.2173913043478257,7.227272727272727,5.125,10.666666666666668,0.0,2.0,10.476190476190474,27.272727272727273,3.6818181818181817
0.7000000000000001,6.956521739130435,7.250000000000001,0.0,6.615384615384615,6.052631578947368,8.636363636363637,10.8,7.166666666666666,2.24,2.458333333333333,28.0,0.375,0.0,5.23529411764706,15.222222222222223,1.5294117647058822,3.5833333333333335,1.0434782608695654,6.818181818181818,4.541666666666667,7.133333333333333,0.09090909090909091,1.5384615384615385,11.904761904761903,23.09090909090909,3.1363636363636362
1.8,5.913043478260868,9.166666666666666,0.0,6.384615384615384,6.6842105263157885,8.727272727272728,9.35,8.0,2.9600000000000004,4.458333333333333,27.285714285714285,0.5625,0.0,3.705882352941176,15.333333333333332,1.5882352941176472,3.1666666666666665,1.7826086956521738,6.545454545454545,4.833333333333333,11.0,0.0,2.076923076923077,11.666666666666668,23.18181818181818,5.545454545454545
2.1999999999999997,6.0,7.416666666666667,0.0,6.923076923076923,6.999999999999999,8.09090909090909,9.5,8.25,1.6,4.291666666666667,27.71428571428571,0.6875,0.0,5.0588235294117645,15.11111111111111,2.1176470588235294,3.5,2.0,8.045454545454547,4.25,12.333333333333336,0.0,1.9230769230769234,11.523809523809524,23.999999999999996,3.3181818181818183
1.8,6.260869565217392,5.583333333333333,0.0,6.538461538461538,4.789473684210526,11.363636363636365,9.0,6.375,2.24,4.0,25.642857142857142,0.8125,0.0,4.647058823529411,14.88888888888889,2.6470588235294117,3.9166666666666665,1.217391304347826,6.272727272727272,3.4583333333333335,13.466666666666667,0.0,1.5384615384615383,9.238095238095237,22.818181818181817,3.4090909090909087
1.8,5.08695652173913,6.083333333333333,0.0,6.0,6.631578947368421,5.636363636363635,8.7,7.625,2.2800000000000002,6.25,28.071428571428573,0.6875,0.0,4.9411764705882355,14.555555555555557,1.4705882352941178,3.3333333333333326,3.08695652173913,8.136363636363637,3.4583333333333335,7.4,0.0,2.307692307692308,12.61904761904762,25.363636363636363,4.863636363636364
1.8000000000000003,6.304347826086957,5.583333333333333,0.5,5.846153846153846,6.263157894736841,7.727272727272727,7.3999999999999995,6.916666666666667,2.3600000000000003,3.1666666666666665,24.357142857142858,0.625,0.0,3.5294117647058822,16.77777777777778,2.5294117647058822,3.9166666666666665,3.08695652173913,8.5,4.291666666666667,11.666666666666666,0.0,2.538461538461539,11.095238095238095,22.27272727272727,2.954545454545454
1.6000000000000003,6.869565217391305,6.333333333333333,0.0,4.846153846153847,7.736842105263158,7.454545454545454,9.899999999999999,6.958333333333333,1.64,2.375,24.928571428571427,0.9375,0.0,3.999999999999999,15.444444444444445,1.5882352941176472,3.166666666666667,2.217391304347826,6.1818181818181825,4.333333333333334,11.73333333333333,0.0,2.3846153846153846,10.761904761904761,25.999999999999996,4.363636363636363
0.9000000000000001,6.130434782608697,8.0,0.0,6.461538461538462,7.631578947368422,10.000000000000002,7.999999999999999,7.25,2.04,3.3749999999999996,28.5,1.0,0.2857142857142857,4.235294117647058,15.333333333333332,1.823529411764706,2.3333333333333335,1.8695652173913044,8.5,3.875,12.533333333333331,0.0,2.307692307692308,12.571428571428573,24.363636363636367,2.863636363636363
