episode,episode_rewards,max_obj,suc_datas
0,46,1322,191
1,29,1287,129
2,30,1130,130
3,29,1282,129
4,42,1196,176
5,50,1258,202
6,36,1191,162
7,53,1163,243
8,29,1333,109
9,54,1171,214
10,37,1245,153
11,30,1283,142
12,42,1232,165
13,41,1279,155
14,32,1378,150
15,42,1243,174
16,53,1224,224
17,54,1243,217
18,40,1325,187
19,32,1195,132
20,31,1202,128
21,35,1280,164
22,35,1257,168
23,41,1167,168
24,26,1212,130
25,39,1329,167
26,41,1367,183
27,41,1244,182
28,38,1206,150
29,65,1198,289
30,32,1264,142
31,47,1213,237
32,31,1223,132
33,39,1261,157
34,51,1351,220
35,31,1271,115
36,31,1190,129
37,37,1227,179
38,30,1208,118
39,48,1044,204
40,41,1330,160
41,32,1227,124
42,46,1181,181
43,41,1272,195
44,47,1192,197
45,27,1199,100
46,55,1131,224
47,44,1267,199
48,63,1228,248
49,49,1349,256
50,33,1325,151
51,42,1237,165
52,34,1249,130
53,39,1280,179
54,21,1229,93
55,36,1293,160
56,39,1190,154
57,33,1147,126
58,33,1217,149
59,31,1338,131
60,51,1220,217
61,49,1274,229
62,26,1243,95
63,40,1178,170
64,42,1266,166
65,46,1230,189
66,29,1190,120
67,39,1200,171
68,37,1277,159
69,36,1310,154
70,48,1176,197
71,36,1225,153
72,35,1248,154
73,36,1256,154
74,33,1243,143
75,55,1221,257
76,42,1232,180
77,48,1199,194
78,34,1303,134
79,47,1184,224
80,35,1270,136
81,39,1307,168
82,39,1283,170
83,31,1242,133
84,33,1201,133
85,32,1231,142
86,34,1281,135
87,32,1125,126
88,40,1202,161
89,46,1210,189
90,26,1228,131
91,41,1366,177
92,31,1083,129
93,30,1284,124
94,35,1359,152
95,35,1426,139
96,31,1197,138
97,30,1320,117
98,51,1409,191
99,53,1318,202
100,44,1484,201
101,46,1354,180
102,41,1401,188
103,46,1364,199
104,52,1412,198
105,53,1383,226
106,34,1472,127
107,40,1349,155
108,45,1417,186
109,44,1308,167
110,38,1334,148
111,35,1197,132
112,32,1220,142
113,37,1286,131
114,61,1485,297
115,32,1364,115
116,33,1444,151
117,42,1292,168
118,60,1408,258
119,44,1399,209
120,22,1301,83
121,41,1363,162
122,40,1428,142
123,43,1512,175
124,38,1279,138
125,44,1411,174
126,38,1331,150
127,37,1389,148
128,44,1397,194
129,67,1404,270
130,34,1468,129
131,39,1211,147
132,40,1371,176
133,45,1336,165
134,42,1332,160
135,25,1305,101
136,49,1357,213
137,30,1362,118
138,44,1381,176
139,33,1467,138
140,28,1361,121
141,44,1423,157
142,69,1557,285
143,39,1479,156
144,35,1375,152
145,38,1440,150
146,51,1318,209
147,33,1372,141
148,39,1370,165
149,49,1433,227
150,38,1373,147
151,48,1342,197
152,38,1393,157
153,39,1458,147
154,44,1435,171
155,40,1331,151
156,49,1509,206
157,28,1365,130
158,46,1439,187
159,38,1376,171
160,32,1324,133
161,45,1386,195
162,64,1492,264
163,32,1349,137
164,39,1346,161
165,33,1372,123
166,38,1561,159
167,51,1397,219
168,59,1485,234
169,52,1535,233
170,65,1515,259
171,42,1441,185
172,41,1459,185
173,49,1507,204
174,49,1421,190
175,44,1460,173
176,41,1283,176
177,37,1334,156
178,43,1434,172
179,37,1459,163
180,34,1406,145
181,38,1252,165
182,51,1440,202
183,65,1389,280
184,51,1479,239
185,42,1484,182
186,40,1394,156
187,49,1526,219
188,46,1431,212
189,36,1453,144
190,45,1481,183
191,58,1457,256
192,32,1305,124
193,36,1443,148
194,51,1411,231
195,39,1463,157
196,58,1467,235
197,56,1595,232
198,51,1474,213
199,46,1463,187
200,43,1402,171
201,40,1522,165
202,42,1441,187
203,52,1426,220
204,49,1488,201
205,49,1486,201
206,43,1481,188
207,34,1404,144
208,49,1414,205
209,54,1374,222
210,51,1339,201
211,56,1430,237
212,46,1419,194
213,44,1486,193
214,51,1470,217
215,40,1484,171
216,35,1489,142
217,25,1427,100
218,45,1396,192
219,55,1582,229
220,45,1467,175
221,43,1346,190
222,45,1338,212
223,46,1465,199
224,44,1359,178
225,54,1324,215
226,34,1389,143
227,37,1301,141
228,55,1386,246
229,47,1399,230
230,59,1491,267
231,46,1387,184
232,24,1350,92
233,43,1344,160
234,42,1380,175
235,49,1302,212
236,42,1304,164
237,34,1483,133
238,50,1425,218
239,43,1395,180
240,50,1397,182
241,40,1263,154
242,60,1382,253
243,40,1215,173
244,39,1321,150
245,60,1390,243
246,44,1338,170
247,30,1300,111
248,48,1324,189
249,59,1290,260
250,35,1277,149
251,36,1250,150
252,54,1325,199
253,48,1308,192
254,25,1161,100
255,40,1307,168
256,46,1270,186
257,23,1243,92
258,34,1088,141
259,40,1219,193
260,39,1308,175
261,43,1328,207
262,47,1312,193
263,43,1433,214
264,41,1365,198
265,49,1281,198
266,44,1175,202
267,49,1311,240
268,50,1314,215
269,55,1386,257
270,43,1223,178
271,45,1209,188
272,23,1271,126
273,29,1260,152
274,37,1378,149
275,43,1289,180
276,47,1265,209
277,56,1339,270
278,43,1369,201
279,42,1345,197
280,58,1378,271
281,47,1268,231
282,38,1307,181
283,41,1200,179
284,41,1213,176
285,46,1342,224
286,31,1313,151
287,37,1095,161
288,39,1211,196
289,54,1176,268
290,41,1380,199
291,43,1198,201
292,50,1157,227
293,45,1237,196
294,33,1243,157
295,51,1169,261
296,44,1257,217
297,37,1252,154
