episode,episode_rewards,max_obj,suc_datas
0,40,1282,162
1,59,1299,203
2,58,1402,215
3,45,1271,169
4,46,1269,184
5,45,1252,167
6,60,1279,222
7,56,1280,192
8,58,1175,205
9,43,1269,146
10,54,1364,196
11,46,1344,168
12,41,1281,143
13,53,1275,197
14,44,1288,152
15,51,1385,191
16,63,1202,236
17,42,1256,142
18,71,1373,271
19,57,1407,222
20,56,1294,246
21,45,1175,149
22,63,1321,237
23,38,1259,151
24,63,1403,220
25,39,1309,135
26,57,1298,207
27,66,1276,220
28,34,1354,108
29,43,1385,139
30,56,1236,204
31,57,1326,198
32,43,1252,163
33,57,1213,215
34,44,1361,174
35,72,1351,247
36,55,1383,195
37,60,1320,252
38,73,1375,263
39,72,1351,279
40,44,1377,132
41,55,1364,199
42,55,1485,210
43,37,1395,133
44,57,1279,219
45,49,1237,193
46,59,1257,227
47,36,1136,120
48,34,1301,108
49,61,1277,214
50,28,1337,94
51,43,1380,157
52,48,1331,201
53,51,1386,180
54,67,1378,246
55,61,1322,223
56,48,1375,165
57,46,1386,156
58,50,1275,180
59,52,1265,187
60,42,1357,131
61,50,1266,172
62,46,1396,145
63,51,1250,197
64,43,1401,148
65,40,1284,134
66,59,1310,235
67,41,1391,139
68,41,1392,143
69,64,1387,237
70,33,1213,105
71,50,1372,163
72,43,1326,157
73,36,1303,126
74,52,1326,189
75,45,1359,149
76,58,1440,248
77,54,1447,195
78,52,1326,189
79,55,1412,211
80,56,1257,220
81,83,1416,323
82,39,1296,137
83,39,1341,173
84,49,1159,181
85,55,1346,211
86,53,1279,180
87,59,1422,213
88,50,1375,195
89,57,1314,220
90,66,1236,241
91,46,1257,162
92,44,1216,142
93,46,1305,156
94,76,1267,276
95,46,1293,161
96,50,1163,197
97,41,1124,127
98,45,1137,147
99,58,1219,192
100,40,1293,122
101,42,1162,132
102,53,1188,184
103,37,1337,122
104,38,1275,117
105,34,1163,118
106,40,1242,120
107,65,1185,224
108,42,1310,144
109,69,1277,296
110,41,1197,139
111,49,1264,173
112,32,1123,106
113,42,1217,177
114,48,1116,168
115,57,1263,229
116,48,1296,170
117,42,1204,130
118,69,1210,267
119,67,1200,225
120,48,1353,172
121,56,1282,171
122,59,1139,233
123,38,1159,128
124,39,1363,123
125,39,1281,135
126,45,1216,149
127,54,1164,181
128,46,1211,194
129,68,1158,238
130,70,1317,280
131,38,1158,119
132,53,1272,177
133,52,1135,188
134,58,1313,223
135,55,1126,191
136,44,1265,150
137,55,1140,192
138,64,1289,219
139,37,1161,133
140,35,1224,122
141,56,1134,233
142,66,1227,233
143,45,1245,150
144,51,1171,159
145,45,1202,157
146,47,1120,167
147,40,1178,120
148,45,1215,159
149,40,1158,126
150,47,1189,184
151,43,1164,144
152,47,1184,166
153,34,1175,102
154,69,1216,273
155,46,1162,167
156,60,1210,227
157,56,1121,254
158,58,1121,210
159,55,1223,191
160,52,1086,176
161,44,1209,145
162,55,1137,200
163,48,1221,161
164,52,1140,170
165,46,1223,172
166,65,1147,231
167,69,1251,250
168,51,1164,170
169,51,1077,169
170,58,1168,202
171,44,1158,204
172,73,1215,277
173,67,1220,263
174,56,1177,201
175,42,1187,138
176,44,1122,151
177,58,1240,196
178,61,1177,221
179,56,1265,209
180,39,1186,131
181,43,1232,139
182,41,1014,149
183,50,1287,198
184,41,1151,153
185,46,1171,149
186,37,1235,137
187,42,1203,131
188,48,1203,178
189,43,1088,169
190,56,1244,205
191,28,1187,88
192,49,1201,166
193,66,1111,280
194,78,1278,304
195,36,1279,118
196,47,1210,151
197,40,1260,161
198,51,1144,167
199,37,1188,123
200,41,1106,156
201,47,1156,171
202,54,1236,195
203,40,1063,142
204,46,1163,182
205,54,1081,182
206,42,1161,150
207,42,1247,158
208,54,1166,195
209,82,1392,353
210,51,1136,188
211,46,1110,173
212,54,1255,218
213,55,1038,219
214,26,1117,94
215,42,1200,176
216,45,1137,169
217,49,1217,189
