episode,episode_rewards,max_obj,suc_datas
0,6,1206,60
1,7,1261,70
2,8,1417,80
3,5,1192,50
4,6,1297,63
5,8,1274,80
6,13,1247,130
7,6,1253,60
8,11,1233,110
9,10,1255,115
10,8,1164,96
11,10,1268,104
12,9,1124,95
13,12,1262,138
14,6,1205,60
15,9,1240,90
16,9,1307,90
17,10,1256,112
18,8,1306,80
19,6,1203,64
20,6,1327,60
21,8,1233,90
22,7,1306,82
23,8,1241,80
24,11,1283,114
25,6,1244,60
26,6,1269,60
27,9,1258,90
28,9,1284,90
29,8,1234,80
30,5,1204,50
31,10,1271,100
32,9,1359,90
33,15,1265,166
34,7,1255,70
35,6,1287,68
36,6,1212,72
37,7,1214,70
38,13,1265,142
39,8,1277,80
40,9,1199,107
41,14,1200,156
42,9,1348,90
43,9,1388,90
44,6,1311,60
45,4,1245,40
46,10,1284,109
47,10,1206,100
48,7,1305,70
49,7,1207,70
50,6,1247,69
51,7,1258,70
52,5,1298,50
53,4,1219,40
54,9,1243,90
55,7,1196,70
56,8,1155,86
57,9,1198,90
58,9,1241,90
59,9,1367,90
60,12,1177,130
61,5,1175,50
62,5,1211,50
63,8,1339,80
64,9,1223,90
65,10,1300,112
66,7,1316,70
67,9,1171,90
68,8,1214,86
69,4,1160,40
70,2,1164,23
71,11,1295,119
72,11,1284,110
73,5,1201,50
74,16,1275,179
75,7,1225,70
76,12,1260,120
77,8,1213,92
78,9,1242,90
79,5,1176,52
80,7,1299,70
81,9,1251,90
82,12,1213,135
83,9,1272,92
84,8,1206,80
85,10,1324,100
86,7,1211,70
87,6,1249,60
88,8,1398,80
89,12,1312,127
90,14,1274,164
91,8,1319,92
92,8,1221,80
93,9,1274,94
94,7,1118,70
95,7,1231,70
96,11,1103,115
97,8,1288,80
98,6,1313,60
99,8,1239,85
100,5,1269,50
101,8,1221,80
102,6,1262,62
103,9,1177,104
104,10,1274,100
105,7,1295,70
106,8,1342,80
107,8,1230,80
108,10,1206,102
109,8,1172,80
110,9,1175,94
111,8,1261,80
112,7,1235,70
113,11,1244,122
114,12,1268,124
115,12,1146,135
116,11,1254,114
117,7,1250,70
118,9,1245,126
119,8,1201,83
120,3,1197,30
121,11,1251,115
122,7,1290,70
123,12,1131,125
124,7,1138,74
125,5,1233,50
126,9,1225,90
127,7,1171,70
128,10,1304,112
129,7,1145,70
130,15,1257,165
131,10,1246,100
132,9,1308,90
133,6,1166,63
134,12,1180,125
135,12,1211,135
136,12,1230,132
137,14,1218,145
138,11,1149,122
139,6,1150,60
140,10,1297,100
141,15,1200,165
142,13,1301,148
143,8,1290,80
144,8,1215,80
145,7,1252,70
146,12,1155,125
147,15,1236,170
148,14,1308,158
149,11,1246,110
150,12,1257,125
151,15,1214,168
152,7,1169,70
153,13,1220,145
154,13,1185,136
155,10,1235,100
156,8,1174,80
157,19,1322,197
158,18,1211,200
159,10,1158,104
160,13,1190,135
161,15,1180,166
162,17,1187,188
163,17,1194,177
164,15,1216,169
165,17,1177,176
166,14,1264,145
167,9,1218,92
168,8,1216,80
169,8,1219,80
170,16,1147,166
171,15,1261,175
172,9,1235,90
173,10,1190,100
174,10,1188,100
175,8,1264,80
176,8,1197,82
177,5,1230,50
178,17,1263,177
179,10,1187,100
180,14,1246,145
181,11,1255,110
182,11,1327,110
183,15,1266,155
184,21,1247,233
185,11,1281,110
186,12,1236,120
187,11,1195,110
